18898        100   1428733547   1428763250   59.17 +-  1.95   63.32 +-  1.70   -1.02 +-  0.23   57.08 +-  1.57   59.92 +-  1.39   -0.46 +-  0.18
18900        100   1428777772   1428807478   57.36 +-  1.97   57.43 +-  1.69   -0.42 +-  0.24   56.24 +-  1.95   60.15 +-  1.68   -0.51 +-  0.23
18901        100   1428811627   1428841431   54.92 +-  2.06   58.69 +-  1.81   -1.10 +-  0.24   57.02 +-  1.95   56.38 +-  1.65    0.08 +-  0.23
18903        100   1428847486   1428875983   53.69 +-  1.97   57.19 +-  1.76   -1.57 +-  0.25   56.23 +-  2.05   58.02 +-  1.77   -0.11 +-  0.24
18904        100   1428879737   1428899293   50.87 +-  2.70   59.84 +-  2.02   -3.57 +-  0.70   56.81 +-  3.00   58.38 +-  2.28   -1.21 +-  0.72
18905        100   1428907623   1428937525   55.52 +-  1.95   57.43 +-  1.70   -0.88 +-  0.23   54.58 +-  2.13   58.06 +-  1.85   -0.31 +-  0.24
18906        100   1428944116   1428978017   54.17 +-  2.23   55.42 +-  1.85   -0.60 +-  0.26   48.22 +-  2.32   50.29 +-  2.00   -0.67 +-  0.25
18907        100   1428981993   1428992803   58.37 +-  2.73   58.41 +-  2.40   -1.15 +-  0.84   55.80 +-  2.40   57.50 +-  2.04   -0.25 +-  0.76
18908        100   1428999671   1429029402   54.54 +-  2.11   55.70 +-  1.83   -0.87 +-  0.26   57.01 +-  2.25   58.27 +-  1.94   -0.25 +-  0.26
18909        100   1429034639   1429064677   55.45 +-  2.08   58.70 +-  1.82   -1.05 +-  0.25   54.00 +-  1.87   59.82 +-  1.62   -0.60 +-  0.22
18914        100   1429145839   1429176005   54.00 +-  1.92   59.91 +-  1.67   -1.31 +-  0.25   52.33 +-  1.88   55.29 +-  1.64   -1.05 +-  0.23
18915        100   1429181634   1429218995   49.06 +-  1.61   51.29 +-  1.43   -0.84 +-  0.14   50.08 +-  2.13   50.74 +-  1.77   -0.30 +-  0.22
18916        100   1429227632   1429244428   49.71 +-  2.25   54.30 +-  1.77   -2.12 +-  0.61   51.16 +-  2.58   50.43 +-  2.03    0.19 +-  0.64
18917        100   1429252550   1429285281   46.19 +-  1.96   48.64 +-  1.70   -1.20 +-  0.23   45.54 +-  1.93   49.39 +-  1.63   -0.33 +-  0.22
18920        100   1429313825   1429343405   46.30 +-  2.21   51.87 +-  1.99   -1.68 +-  0.27   51.26 +-  2.13   55.62 +-  1.84   -0.41 +-  0.25
18921        100   1429348164   1429368985   49.59 +-  2.95   59.51 +-  2.32   -3.54 +-  0.69   55.91 +-  3.19   57.57 +-  2.46   -0.92 +-  0.69
18922        100   1429375352   1429405351   53.02 +-  2.00   56.92 +-  1.74   -0.94 +-  0.24   54.14 +-  1.99   57.46 +-  1.72   -0.38 +-  0.23
18923        100   1429409656   1429439503   50.07 +-  1.89   53.54 +-  1.66   -1.65 +-  0.23   52.00 +-  2.00   55.13 +-  1.75   -0.63 +-  0.23
18924        100   1429444335   1429473906   54.38 +-  2.07   57.45 +-  1.80   -1.21 +-  0.25   54.73 +-  2.04   58.83 +-  1.75   -0.29 +-  0.24
18925        100   1429483331   1429513120   52.95 +-  1.94   56.12 +-  1.69   -1.11 +-  0.24   52.11 +-  2.08   53.15 +-  1.78   -0.22 +-  0.24
18926        100   1429517114   1429546102   53.91 +-  1.92   60.14 +-  1.68   -1.45 +-  0.24   51.03 +-  2.04   49.79 +-  1.74   -0.31 +-  0.25
18928        100   1429576533   1429600033   54.06 +-  2.17   57.30 +-  1.76   -1.15 +-  0.38   55.27 +-  2.41   57.45 +-  2.04   -0.64 +-  0.38
18930        100   1429633322   1429669803   49.74 +-  1.58   53.60 +-  1.41   -0.94 +-  0.14   51.24 +-  1.93   53.50 +-  1.65   -0.58 +-  0.19
18931        100 -62169966000 -62169966000   50.92 +-  1.22   25.06 +- 85.12   -0.00 +-  0.00   50.87 +-  1.26   25.20 +- 18.78   -0.00 +-  0.00
